node_u,node_v,relation,pmid_count,total_articles,pmids,chem_ids
omeprazole,@DISEASE_Signs_and_Symptoms_Respiratory,treat,6,6,10559084|10807885|21040148|22613099|25657745|26835260,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Weight_Gain,treat,9,9,11589371|16386527|22830490|25190469|27810953|29217908|38433146|8811523|9297806,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Weight_Loss,treat,7,7,10851913|11030189|1298040|15682215|17028663|27566564|27700263,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Anemia_Iron_Deficiency,treat,8,8,12452401|12650031|29151538|34470455|35047279|37233415|9317066|9811290,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Atrophy,treat,10,14,10071241|10540050|10599315|11338065|11693321|1398539|16480403|16614949|36909030|40190458,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Blood_Platelet_Disorders,treat,8,8,16372823|19350116|22623337|23046071|23351820|24632962|27196064|27981489,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Cystic_Fibrosis,treat,6,6,12142815|13680386|15319328|1984743|33577055|8420740,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Duodenogastric_Reflux,treat,6,6,10389684|10994616|12836018|33027361|8943968|9824338,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Eosinophilic_Esophagitis,treat,5,5,19718541|23185525|28520353|29939138|38314789,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Heart_Diseases,treat,6,6,12405567|19248655|26324141|30892487|39512983|9952233,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Hematemesis,treat,5,5,11248910|16596146|34094751|35100805|9317066,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Hypertension,treat,8,8,11795863|12501222|22721923|27502265|31351509|31807051|33231381|34301322,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Ischemia,treat,5,5,1590323|21103748|23051678|26107460|9346404,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Kidney_Diseases,treat,10,16,32092686|32418911|32566351|3460172|35447140|37144173|3742939|38222658|38453697|40900905,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Necrosis,treat,7,7,12426168|30652241|32092686|34923545|35436881|37426380|7557244,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Neoplasm_Metastasis,treat,6,6,11248910|16642561|25011475|3055276|34785782|9024119,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Purpura_Thrombocytopenic_Idiopathic,treat,5,5,11594530|20045922|29799711|30250741|37035812,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Retinal_Dysplasia,treat,7,7,12872083|15940630|16185958|16604738|17643436|20663420|7720970,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Achlorhydria,treat,10,44,10955230|11903739|1425870|1796940|1855848|1901250|2691313|40324687|8580270|9734750,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Adenoma,treat,5,5,10882958|11212260|12189558|22497427|34341012,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Bile_Reflux,treat,4,4,11856076|15793885|16041609|16641575,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Chronic_Disease,treat,4,4,11840039|29115998|37337455|8194815,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Duodenal_Neoplasms,treat,4,4,11595448|14965011|8317406|9494149,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Dyspnea,treat,8,8,19659985|1992636|23047382|26324141|31127801|31395267|33824671|8159596,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Ear_Diseases,treat,4,4,11449097|12389864|16534670|39247190,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Eosinophilia,treat,6,6,17432815|23185525|24117619|26662868|38213955|9552132,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Esophageal_Neoplasms,treat,6,6,22332893|23765362|34475977|37426380|8495650|9564112,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Exanthema,treat,10,19,11807212|17432815|19659985|2007355|21470217|27446327|32954785|39252259|39318662|8146827,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Gastritis_Hypertrophic,treat,4,4,11198943|1459354|8975355|9282281,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Gastrointestinal_Neoplasms,treat,5,5,10589466|28520353|3069285|36297422|37211353,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Hydrocephalus,treat,4,4,25794127|26852945|31326702|37937150,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Hypercalcemia,treat,4,4,20349423|26318020|27105398|8667442,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Hypoxia,treat,5,5,16205929|18427813|26779382|35425842|3994745,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Intellectual_Disability,treat,4,4,20063355|9317066|9446923|9811290,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Liver_Cirrhosis,treat,7,7,14671680|18445994|24479329|30287074|35570253|40596836|8448974,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Liver_Diseases,treat,10,11,11380068|12222996|1344831|15120718|16231968|16239354|2227299|26648147|2979265|8550990,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Lung_Injury,treat,6,6,21768223|25657745|26272953|26779382|27567616|40261553,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Lymphoma,treat,4,4,1298040|15547183|9089746|9773939,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Multiple_Endocrine_Neoplasia_Type_1,treat,6,6,12591045|1356665|1397741|2007355|6519403|7829146,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Myoclonus,treat,4,4,12823159|1765356|34413685|8824658,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Paine_syndrome,treat,4,4,16512399|17520889|28264722|33273914,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Pancreatitis_Chronic,treat,4,4,12229307|16940886|29217908|7585849,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Peptic_Ulcer_Hemorrhage,treat,5,5,21860821|26591538|7564864|7913348|9882027,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Precancerous_Conditions,treat,6,6,21956158|25631875|39611473|7644566|8174980|9683311,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Renal_Insufficiency,treat,10,15,10924942|11380068|11774962|1732611|38453697|40834017|8093302|8759655|9044464|9627043,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Respiratory_Sounds,treat,6,6,17469150|21040148|22613099|23047382|26835260|8159596,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Sleep_Apnea_Obstructive,treat,4,4,11798624|15631322|16256447|25017221,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_ACTH_Secreting_Pituitary_Adenoma,treat,5,5,10486353|10780578|2756157|35634489|9834259,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Alkalosis,treat,5,5,10551990|12677976|1732611|7609133|8667442,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Anorexia,treat,4,4,11774962|12650031|1298040|16378296,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Bone_Diseases,treat,5,5,11589371|19196364|22574514|35312228|8079105,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Burns,treat,3,3,14653235|18351363|18476431,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Carcinogenesis,treat,10,12,10389684|10930369|1380115|1777546|20628001|22687989|25415190|29050283|8244144|9846994,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Carcinoma_Hepatocellular,treat,4,4,12679136|16109480|22997886|8900397,@CHEMICAL_Omeprazole|@CHEMICAL_omeprazole_sulfide
omeprazole,@DISEASE_Choristoma,treat,3,3,1864452|30898843|7485016,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Colitis,treat,6,6,19142168|20628001|24730624|7766743|8071518|9627163,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Colonic_Neoplasms,treat,4,4,10653861|34341012|8379045|8839554,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Constipation,treat,8,8,15918199|16397810|2007355|29607676|30553741|7770709|8146827|8724033,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Coronary_Disease,treat,4,4,21325111|21770326|31981452|9699931,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Digestive_System_Diseases,treat,3,3,11185532|18476431|29759903,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Disease,treat,3,3,11208500|2777040|7797116,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Drug_Hypersensitivity,treat,10,26,19274931|19274942|22697020|23019809|24834779|25729434|33031621|37879707|39172640|39230334,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Dysphonia,treat,3,3,12185876|19549211|23483094,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Esophageal_and_Gastric_Varices,treat,3,3,14671680|40596836|7919626,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Fatigue,treat,6,6,12650031|22835975|25280468|32954785|39422237|41015809,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Giardiasis,treat,4,4,24206742|25223993|32122530|8963397,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Hyperoxia,treat,5,5,21906671|26272953|26779382|27567616|37884440,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Hyperplasia,treat,10,50,10445579|11137305|1398539|1499940|1502489|2756157|3187355|3858976|8079105|8888719,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Hypertrichosis_anterior_cervical,treat,3,3,11802014|17445307|7598368,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Hypertrophy,treat,10,12,10674267|11137305|12185876|1553828|8079105|8481958|8593676|8876222|8888719|9262512,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Hypoalbuminemia,treat,3,3,1298040|16434870|23934414,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_IgA_Vasculitis,treat,3,3,26893643|7593800|9714985,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Inflammatory_Bowel_Diseases,treat,4,4,15704047|17673387|19149410|8071518,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Lung_Diseases,treat,3,3,11595454|12360598|40261553,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Lymphoma_Non_Hodgkin,treat,3,3,16185958|17643436|33942541,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Massive_Hepatic_Necrosis,treat,3,3,10796055|7657048|7924729,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Neointima,treat,3,3,3149561|36555275|8095031,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Oculocutaneous_albinism_type_2,treat,3,3,8824655|8944373|9952233,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Pancreatic_Neoplasms,treat,6,6,11016865|17357842|21629657|25826687|29758193|37960715,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Paraomphalocele,treat,3,3,36627994|36816461|7541604,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Pneumonia,treat,3,3,10876695|12501151|19665777,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Pyloric_Stenosis,treat,5,5,1397742|15046292|33907169|8260347|9171133,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Scleroderma_Diffuse,treat,3,3,12811309|2854911|8724033,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Steatorrhea,treat,3,3,1984743|7585849|8174440,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Acidosis,treat,3,3,11338859|1719822|33476036,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Acute_Disease,treat,3,3,12411130|27716846|32588236,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Acute_Pain,treat,2,2,18415400|29898059,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Allergic_Fungal_Sinusitis,treat,2,2,29024410|38174811,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Amblyopia,treat,3,3,7491961|8868355|9489906,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Angina_Pectoris,treat,2,2,17689732|21939510,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Anodontia,treat,2,2,8975355|9119351,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Aphasia_Wernicke,treat,2,2,12576765|7503099,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Arthritis_Psoriatic,treat,2,2,12869082|9615264,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Atrial_Fibrillation,treat,3,3,15815780|30182626|30747244,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Bacterial_Infections,treat,4,4,28578302|39268954|8539082|9692707,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Blindness,treat,3,3,14984382|22196738|7968177,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Bone_Resorption,treat,2,2,25010627|8102318,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Bronchopulmonary_Dysplasia,treat,2,2,21768223|37884440,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Carcinoid_Tumor,treat,10,26,1934456|1988254|2007355|2093010|26715503|26860771|3149827|3187355|3858976|8379045,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Cardiomyopathies,treat,2,2,17689732|29398173,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Cardiomyopathy_Dilated,treat,3,3,17081164|23765362|37144173,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Cerebral_Hemorrhage,treat,2,2,23061387|32893538,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Cognition_Disorders,treat,7,7,33793790|33868980|34949554|35676193|35842366|35930436|37208478,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Cognitive_Dysfunction,treat,3,3,28209602|35800723|37208478,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Colitis_Collagenous,treat,3,3,11782613|1929199|8290758,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Colonic_Diseases,treat,3,3,11595451|11820953|34341012,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Congenital_chloride_diarrhea,treat,2,2,24381629|25568271,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Corneal_Perforation,treat,2,2,10674604|21627398,@CHEMICAL_Omeprazole
omeprazole,@DISEASE_Craniocerebral_Trauma,treat,2,2,28523027|30009732,@CHEMICAL_Omeprazole
furosemide,@DISEASE_Heart_Failure,treat,10,966,32746925|33689236|34132503|34288546|34389780|34766460|36651793|37288336|37340592|37804170,@CHEMICAL_Furosemide
furosemide,@DISEASE_Hypertension,treat,10,363,31963659|33402857|33826400|37214156|37214665|37249046|38485054|38641089|39870324|39884048,@CHEMICAL_Furosemide
furosemide,@DISEASE_Edema,treat,10,288,32015605|32232733|34322337|35080742|35239032|35392272|36903659|37121963|37701668|37959360,@CHEMICAL_Furosemide
furosemide,@DISEASE_Acute_Kidney_Injury,treat,10,315,32131879|32704213|33548047|33585362|33796993|33971784|35047282|36645039|37121963|37518073,@CHEMICAL_Furosemide
furosemide,@DISEASE_Pulmonary_Edema,treat,10,182,33490638|34586944|34804750|34884300|35676834|36836076|37094412|37123811|37181856|39291573,@CHEMICAL_Furosemide
furosemide,@DISEASE_Ascites,treat,10,155,31216537|32969384|33457424|34427339|35926379|36046870|36072778|36433862|39291571|40379581,@CHEMICAL_Furosemide
furosemide,@DISEASE_Hypercalcemia,treat,10,106,33173487|33832152|35757138|36032307|37853976|38178955|38277030|39246634|39777136|40547129,@CHEMICAL_Furosemide
furosemide,@DISEASE_Renal_Insufficiency,treat,10,142,32400746|33796993|35952569|36217511|36437201|4638226|4774522|5097303|5579765|648078,@CHEMICAL_Furosemide
furosemide,@DISEASE_Iron_Overload,treat,10,90,33402857|33585362|34166286|34722910|34884300|36627983|36652996|37233136|37675009|37691474,@CHEMICAL_Furosemide
furosemide,@DISEASE_Kidney_Diseases,treat,10,152,32349337|32671344|33253980|33879751|35509178|36254646|36898249|37121963|37929241|40453839,@CHEMICAL_Furosemide
furosemide,@DISEASE_Nephrotic_Syndrome,treat,10,84,32015605|32255468|32549884|35080742|35466166|35924007|37929241|37959360|38272526|40534941,@CHEMICAL_Furosemide
furosemide,@DISEASE_Dyspnea,treat,10,75,31728632|32181697|32219807|33452045|34861639|35680319|36320682|36585222|39269392|40822465,@CHEMICAL_Furosemide
furosemide,@DISEASE_Asthma,treat,10,63,11015263|16276705|16369066|37996224|7956390|8020278|8175635|9513587|9770905|9827425,@CHEMICAL_Furosemide
furosemide,@DISEASE_Cardiomyopathy_Dilated,treat,10,65,31856419|33007024|34389780|34596886|34642870|36356070|38141434|38453498|38587384|39269392,@CHEMICAL_Furosemide
furosemide,@DISEASE_Essential_Hypertension,treat,10,68,1053468|3519847|3716880|3999637|414574|4934740|6160345|7001489|7428185|786684,@CHEMICAL_Furosemide
furosemide,@DISEASE_Hyponatremia,treat,10,86,31694388|32144493|32199708|32344245|32455079|32543020|32746925|36621379|37173194|40222594,@CHEMICAL_Furosemide
furosemide,@DISEASE_Kidney_Failure_Chronic,treat,10,68,34470455|35300193|35820963|36724315|39189768|4470644|4474466|4701110|7301002|935124,@CHEMICAL_Furosemide
furosemide,@DISEASE_Oliguria,treat,10,55,33848384|34006048|34635631|35313310|36403779|36645039|37581700|38163994|39535545|40364135,@CHEMICAL_Furosemide
furosemide,@DISEASE_Fibrosis,treat,10,52,2007318|31216537|31385352|32143585|32571386|32684739|32886950|39291566|39990915|40649868,@CHEMICAL_Furosemide
furosemide,@DISEASE_Respiratory_Distress_Syndrome,treat,10,46,1103753|32571386|32843406|34422415|35232458|35756586|35775526|37878243|38186512|40658040,@CHEMICAL_Furosemide
furosemide,@DISEASE_Critical_Illness,treat,10,49,32131879|32291620|32450912|33585362|33796993|35047282|35707182|37970140|38293664|40618563,@CHEMICAL_Furosemide
furosemide,@DISEASE_Status_Asthmaticus,treat,10,40,1543382|1643923|19517210|21729180|2797066|30193887|7957836|8497817|8726936|9615306,@CHEMICAL_Furosemide
furosemide,@DISEASE_Myocardial_Infarction,treat,10,42,1007234|23561700|31664951|3280315|3542323|36652996|37548456|3901683|4768354|7318454,@CHEMICAL_Furosemide
furosemide,@DISEASE_Tang_Hsi_Ryu_syndrome,treat,10,45,31955161|32549884|3285831|5100264|5318638|6036646|678930|719296|728311|7614778,@CHEMICAL_Furosemide
furosemide,@DISEASE_Heart_Diseases,treat,10,50,31324480|33452045|34028078|34567946|36072425|36345680|36445771|38520337|39512983|39943128,@CHEMICAL_Furosemide
furosemide,@DISEASE_Liver_Cirrhosis,treat,10,44,2369756|2894691|31008980|31385352|32213284|33403255|37929241|5975731|7106167|759067,@CHEMICAL_Furosemide
furosemide,@DISEASE_Hemorrhage,treat,10,39,19881919|22195320|32483865|35195711|36246196|37878243|39209751|39955552|4976857|7162278,@CHEMICAL_Furosemide
furosemide,@DISEASE_Idiopathic_Noncirrhotic_Portal_Hypertension,treat,10,38,20731771|20937051|21198702|27941973|321176|5852544|677315|7106167|7286579|9148226,@CHEMICAL_Furosemide
furosemide,@DISEASE_Renal_Insufficiency_Chronic,treat,10,41,22931630|26240596|33689236|33693073|34226226|35471469|39291566|40358413|40677309|5168404,@CHEMICAL_Furosemide
furosemide,@DISEASE_Neoplasms,treat,10,35,11779672|12458098|14575057|24644194|31664951|31673789|35049428|40675094|40804895|6423185,@CHEMICAL_Furosemide
furosemide,@DISEASE_Cardiomyopathies,treat,10,30,19860231|21348261|32991436|33222712|33582712|33741059|35285549|39269392|40429539|7256783,@CHEMICAL_Furosemide
furosemide,@DISEASE_Hypotension,treat,10,91,30569736|32505817|34157764|34226226|34635631|35045724|35794519|38186512|39484318|40877742,@CHEMICAL_Furosemide
furosemide,@DISEASE_Inappropriate_ADH_Syndrome,treat,10,30,15219077|1590861|27461339|30762728|3132592|35153267|39214383|6805839|7231484|7442772,@CHEMICAL_Furosemide
furosemide,@DISEASE_Intracranial_Hypertension,treat,10,31,26082293|2709119|3112330|34734059|34880583|3758288|37691308|6406929|6880492|88510,@CHEMICAL_Furosemide
furosemide,@DISEASE_Lung_Diseases,treat,10,30,11828281|24276421|29171372|33490638|34648199|3950831|6842336|8143666|9131311|9202804,@CHEMICAL_Furosemide
furosemide,@DISEASE_Seizures,treat,10,33,17659862|30250862|30656195|32892950|35746976|36209957|36586153|5688533|8576661|9037427,@CHEMICAL_Furosemide
furosemide,@DISEASE_Bronchopulmonary_Dysplasia,treat,10,30,1593359|22477820|2771518|30579586|32176837|3537245|37918519|40306549|6620024|7996373,@CHEMICAL_Furosemide
furosemide,@DISEASE_Respiratory_Insufficiency,treat,10,32,10359510|32389435|32571386|34104635|34589414|36250482|37970141|38186512|3987786|580219,@CHEMICAL_Furosemide
furosemide,@DISEASE_Brain_Edema,treat,10,26,2173310|32726046|34104635|450215|4835539|503302|5144625|6074203|6422010|88510,@CHEMICAL_Furosemide
furosemide,@DISEASE_Pulmonary_Disease_Chronic_Obstructive,treat,10,26,11834646|24587484|24587485|32728436|33422241|33959171|36320682|37284809|37996224|3889258,@CHEMICAL_Furosemide
furosemide,@DISEASE_Ventricular_Dysfunction_Left,treat,10,27,15364336|18067045|20876366|2142081|22984091|2353563|2893080|30813209|34157764|4726241,@CHEMICAL_Furosemide
furosemide,@DISEASE_Adrenal_Insufficiency,treat,10,27,37900222|4043516|5367894|5426048|5511042|5540675|5590406|5606294|5632286|5792156,@CHEMICAL_Furosemide
furosemide,@DISEASE_Dehydration,treat,10,74,10659309|31365489|32343174|32700983|32939957|34823036|37304609|37400265|546076|883308,@CHEMICAL_Furosemide
furosemide,@DISEASE_Hypertension_Pulmonary,treat,10,23,11168917|11469658|1245044|15338911|18081357|23623020|36627983|3954202|4840979|7724454,@CHEMICAL_Furosemide
furosemide,@DISEASE_Ischemia,treat,10,24,1324611|14658271|16526316|37121963|3996578|483359|7392420|8158660|8341390|8704584,@CHEMICAL_Furosemide
furosemide,@DISEASE_Mitral_Valve_Insufficiency,treat,10,21,21314718|32945575|33414829|33491248|33496046|33496988|33502753|36072425|36078158|37245348,@CHEMICAL_Furosemide
furosemide,@DISEASE_Inflammation,treat,10,26,11441327|1701520|27941973|30146415|32704455|33225679|33411151|34118718|36209957|40649868,@CHEMICAL_Furosemide
furosemide,@DISEASE_Urinary_Retention,treat,10,31,1159921|11828281|18305070|3016826|33452045|33693073|338256|39400818|724325|7280609,@CHEMICAL_Furosemide
furosemide,@DISEASE_Weight_Loss,treat,10,80,31436024|32647034|33007024|34170908|34346634|34389780|34766460|36035285|40534941|40788619,@CHEMICAL_Furosemide
furosemide,@DISEASE_Acidosis,treat,10,22,10659285|3022525|30991386|31593098|33457668|34752206|37970141|6486875|6524600|9492109,@CHEMICAL_Furosemide
furosemide,@DISEASE_Hyperkalemia,treat,10,31,17175417|18475171|19702222|29492442|29662328|32016907|37476822|37581700|38450357|657047,@CHEMICAL_Furosemide
furosemide,@DISEASE_Hypoxia,treat,10,27,19640896|24825269|29440628|30275022|3084762|31141418|3439909|34861639|38551893|666683,@CHEMICAL_Furosemide
