src,dst,relation,weight_admissions,unique_patients,p_disease_given_drug,p_drug_given_disease
drug:furosemide,icd:9:9961,treat,36,34,0.00051927071313177938,0.15450643776824036
drug:amlodipine,icd:10:S72011A,treat,10,10,0.00024119051638889558,0.11494252873563218
drug:glyburide,icd:9:49121,treat,10,6,0.0058207217694994182,0.0078616352201257862
drug:atenolol,icd:9:6822,treat,11,10,0.00072339865842430617,0.037162162162162164
drug:atenolol,icd:10:I110,treat,48,45,0.0031566486913060634,0.019520130134200894
drug:atenolol,icd:9:82101,treat,12,12,0.00078916217282651584,0.053811659192825115
drug:atenolol,icd:9:4280,treat,19,19,0.0012495067736419834,0.039583333333333331
drug:atenolol,icd:10:I25110,treat,81,77,0.005326844666578982,0.048502994011976046
drug:furosemide,icd:10:I309,treat,15,15,0.0002163627971382414,0.15957446808510639
drug:furosemide,icd:10:R0602,treat,32,32,0.00046157396722824835,0.14349775784753363
drug:furosemide,icd:10:R079,treat,46,46,0.000663512577890607,0.015829318651066758
drug:furosemide,icd:9:42613,treat,22,22,0.00031733210246942073,0.1981981981981982
drug:furosemide,icd:9:78060,treat,74,70,0.0010673897992153243,0.076843198338525445
drug:lisinopril,icd:9:99661,treat,29,29,0.00059529918916144929,0.1657142857142857
drug:lisinopril,icd:9:99813,treat,14,13,0.00028738581545725134,0.0979020979020979
drug:lisinopril,icd:9:99674,treat,88,80,0.0018064251257312943,0.1282798833819242
drug:omeprazole,icd:10:R109,treat,116,111,0.0015852191975511097,0.16642754662840745
drug:omeprazole,icd:9:30301,treat,18,17,0.00024598228927517218,0.05
drug:omeprazole,icd:10:K5731,treat,101,87,0.0013802339564884661,0.20079522862823063
drug:omeprazole,icd:9:2767,treat,94,71,0.0012845741773258991,0.24736842105263157
drug:omeprazole,icd:10:T84021A,treat,11,9,0.00015032251011260522,0.18965517241379309
drug:omeprazole,icd:10:I2119,treat,46,45,0.00062862140592544007,0.14511041009463724
drug:omeprazole,icd:10:G4089,treat,21,21,0.0002869793374877009,0.14189189189189189
drug:omeprazole,icd:10:T8744,treat,12,10,0.00016398819285011479,0.13043478260869565
drug:omeprazole,icd:10:K810,treat,54,54,0.00073794686782551659,0.17252396166134185
drug:omeprazole,icd:9:25080,treat,89,84,0.0012162457636383515,0.11788079470198676
drug:omeprazole,icd:9:56969,treat,23,23,0.00031431070296272003,0.1050228310502283
drug:omeprazole,icd:10:T82856A,treat,15,13,0.00020498524106264348,0.13274336283185842
drug:omeprazole,icd:10:J069,treat,66,61,0.00090193506067563138,0.22297297297297297
drug:omeprazole,icd:9:55321,treat,86,81,0.0011752487154258226,0.13804173354735153
drug:omeprazole,icd:10:K8063,treat,13,13,0.00017765387558762435,0.30952380952380953
drug:simvastatin,icd:10:C73,treat,13,12,0.00037242880880077923,0.076023391812865493
drug:simvastatin,icd:9:85221,treat,79,77,0.0022632212227124276,0.11773472429210134
drug:simvastatin,icd:10:T82898A,treat,17,17,0.00048702228843178821,0.092896174863387984
drug:furosemide,icd:9:1976,treat,13,13,0.00018751442418647588,0.050583657587548639
drug:levofloxacin,icd:10:I132,treat,11,11,0.00076521739130434787,0.017214397496087636
drug:levofloxacin,icd:10:J9602,treat,14,14,0.00097391304347826089,0.1206896551724138
drug:lisinopril,icd:10:I132,treat,42,35,0.00086215744637175413,0.065727699530516437
drug:amlodipine,icd:9:44422,treat,17,17,0.00041002387786112253,0.097701149425287362
drug:lisinopril,icd:9:6820,treat,18,17,0.00036949604844503745,0.056603773584905662
drug:warfarin,icd:10:R079,treat,22,21,0.000761509172724126,0.0075705437026841018
drug:lisinopril,icd:9:3310,treat,22,22,0.00045160628143282356,0.1375
drug:omeprazole,icd:10:K8031,treat,31,31,0.00042363616486279656,0.29245283018867924
drug:omeprazole,icd:10:I953,treat,15,14,0.00020498524106264348,0.39473684210526316
drug:omeprazole,icd:10:K449,treat,43,43,0.00058762435771291129,0.16929133858267717
drug:omeprazole,icd:10:K3184,treat,68,29,0.00092926642615065046,0.30357142857142855
drug:omeprazole,icd:9:47874,treat,14,9,0.00019131955832513392,0.45161290322580644
drug:omeprazole,icd:10:I5023,treat,148,122,0.0020225210451514158,0.21022727272727273
drug:simvastatin,icd:10:D649,treat,11,11,0.00031513206898527472,0.047210300429184553
drug:simvastatin,icd:9:51889,treat,10,10,0.00028648369907752252,0.07407407407407407
drug:simvastatin,icd:9:99642,treat,21,15,0.00060161576806279718,0.15441176470588236
drug:simvastatin,icd:10:T8131XA,treat,15,15,0.00042972554861628375,0.070093457943925228
drug:simvastatin,icd:10:I959,treat,10,10,0.00028648369907752252,0.056818181818181816
drug:simvastatin,icd:9:185,treat,69,67,0.0019767375236349051,0.17692307692307693
drug:atenolol,icd:9:7295,treat,14,13,0.00092068920163093518,0.029978586723768737
drug:furosemide,icd:9:1985,treat,39,36,0.00056254327255942759,0.08478260869565217
drug:furosemide,icd:9:4408,treat,12,12,0.00017309023771059311,0.17142857142857143
drug:amlodipine,icd:9:2189,treat,20,19,0.00048238103277779116,0.0408997955010225
drug:amlodipine,icd:10:I611,treat,44,43,0.0010612382721111406,0.15770609318996415
drug:amlodipine,icd:10:I724,treat,14,13,0.00033766672294445384,0.13461538461538461
drug:amlodipine,icd:9:4010,treat,49,47,0.0011818335303055885,0.32450331125827814
drug:lisinopril,icd:9:5571,treat,20,19,0.00041055116493893051,0.16949152542372881
drug:warfarin,icd:10:I743,treat,16,13,0.00055382485289027345,0.14953271028037382
drug:warfarin,icd:10:K521,treat,13,13,0.00044998269297334719,0.05909090909090909
drug:warfarin,icd:9:7455,treat,17,16,0.00058843890619591555,0.2537313432835821
drug:warfarin,icd:10:J9622,treat,10,8,0.00034614053305642093,0.066666666666666666
drug:warfarin,icd:9:325,treat,21,18,0.00072689511941848386,0.65625
drug:warfarin,icd:9:6930,treat,10,10,0.00034614053305642093,0.053475935828877004
drug:warfarin,icd:9:42830,treat,15,15,0.00051921079958463135,0.25
drug:warfarin,icd:9:99666,treat,22,21,0.000761509172724126,0.070063694267515922
drug:amlodipine,icd:9:5570,treat,16,15,0.00038590482622223295,0.08
drug:atenolol,icd:9:53081,treat,25,23,0.0016440878600552415,0.0585480093676815
drug:furosemide,icd:9:72210,treat,24,23,0.00034618047542118622,0.024464831804281346
drug:furosemide,icd:10:K8010,treat,12,12,0.00017309023771059311,0.04633204633204633
drug:levofloxacin,icd:9:03842,treat,57,56,0.0039652173913043475,0.076612903225806453
drug:levofloxacin,icd:9:V5811,treat,56,52,0.0038956521739130436,0.018836192398250923
drug:lisinopril,icd:10:I714,treat,77,74,0.0015806219850148825,0.18075117370892019
drug:lisinopril,icd:10:T82855A,treat,48,42,0.00098532279585343313,0.23529411764705882
drug:lisinopril,icd:10:J111,treat,18,18,0.00036949604844503745,0.076271186440677971
drug:lisinopril,icd:9:27401,treat,43,40,0.00088268500461870063,0.20379146919431279
drug:lisinopril,icd:9:71535,treat,115,109,0.0023606691983988504,0.20833333333333334
drug:omeprazole,icd:10:G9340,treat,27,27,0.0003689734339127583,0.16666666666666666
drug:omeprazole,icd:10:S2242XA,treat,43,43,0.00058762435771291129,0.14144736842105263
drug:omeprazole,icd:10:I081,treat,27,27,0.0003689734339127583,0.14361702127659576
drug:omeprazole,icd:9:34690,treat,27,21,0.0003689734339127583,0.10546875
drug:omeprazole,icd:10:M5116,treat,41,40,0.00056029299223789221,0.12732919254658384
drug:omeprazole,icd:10:K5903,treat,24,24,0.00032797638570022957,0.29268292682926828
drug:simvastatin,icd:9:99644,treat,16,16,0.000458373918524036,0.1702127659574468
drug:simvastatin,icd:9:99931,treat,27,27,0.00077350598750931072,0.072192513368983954
drug:simvastatin,icd:9:25062,treat,34,29,0.00097404457686357641,0.17989417989417988
drug:furosemide,icd:9:20410,treat,17,15,0.00024521117009000692,0.25
drug:amlodipine,icd:10:S066X9A,treat,21,21,0.00050650008441668068,0.057534246575342465
drug:amlodipine,icd:10:L03113,treat,11,11,0.00026530956802778516,0.041825095057034217
drug:amlodipine,icd:9:56400,treat,39,38,0.00094064301391669279,0.091334894613583142
drug:amlodipine,icd:9:25081,treat,12,10,0.00028942861966667468,0.060913705583756347
drug:amlodipine,icd:10:G459,treat,41,41,0.00098888111719447184,0.09297052154195011
drug:amlodipine,icd:10:I081,treat,16,16,0.00038590482622223295,0.0851063829787234
drug:lisinopril,icd:10:I6340,treat,22,22,0.00045160628143282356,0.090163934426229511
drug:lisinopril,icd:9:25072,treat,15,15,0.00030791337370419789,0.15151515151515152
drug:omeprazole,icd:9:5602,treat,10,8,0.00013665682737509566,0.08771929824561403
drug:omeprazole,icd:10:D62,treat,76,73,0.0010385918880507271,0.19338422391857507
drug:omeprazole,icd:10:C541,treat,51,48,0.00069694981961298781,0.1440677966101695
drug:simvastatin,icd:9:43491,treat,301,295,0.0086231593422334274,0.23552425665101723
drug:furosemide,icd:10:K766,treat,32,32,0.00046157396722824835,0.3595505617977528
drug:warfarin,icd:9:7804,treat,41,40,0.0014191761855313256,0.048122065727699531
drug:furosemide,icd:9:99604,treat,38,38,0.00054811908608354493,0.2878787878787879
drug:lisinopril,icd:10:K830,treat,12,12,0.00024633069896335828,0.053333333333333337
drug:furosemide,icd:9:44422,treat,42,42,0.00060581583198707591,0.2413793103448276
drug:furosemide,icd:9:85206,treat,12,12,0.00017309023771059311,0.1111111111111111
drug:levofloxacin,icd:9:48241,treat,15,15,0.0010434782608695651,0.34883720930232559
drug:amlodipine,icd:9:4414,treat,57,56,0.0013747859434167049,0.13734939759036144
drug:amlodipine,icd:9:0090,treat,20,19,0.00048238103277779116,0.079051383399209488
drug:glyburide,icd:9:5990,treat,24,23,0.013969732246798603,0.0080889787664307385
drug:lisinopril,icd:10:N179,treat,114,111,0.0023401416401519037,0.042970222389747459
drug:lisinopril,icd:9:1820,treat,49,45,0.0010058503541003799,0.15360501567398119
drug:lisinopril,icd:10:E1122,treat,11,11,0.00022580314071641178,0.050691244239631339
drug:warfarin,icd:9:3962,treat,26,26,0.00089996538594669438,0.1306532663316583
drug:warfarin,icd:10:A408,treat,10,10,0.00034614053305642093,0.059880239520958084
drug:warfarin,icd:9:78605,treat,30,30,0.0010384215991692627,0.0641025641025641
drug:warfarin,icd:10:M179,treat,15,15,0.00051921079958463135,0.072463768115942032
drug:warfarin,icd:9:99681,treat,29,24,0.0010038075458636206,0.05197132616487455
drug:amlodipine,icd:10:I614,treat,26,26,0.00062709534261112853,0.23853211009174313
drug:amlodipine,icd:10:J9503,treat,13,11,0.00031354767130556426,0.17105263157894737
drug:atenolol,icd:9:57451,treat,36,33,0.0023674865184795477,0.0703125
drug:atenolol,icd:9:1985,treat,19,18,0.0012495067736419834,0.041304347826086954
drug:atenolol,icd:9:4659,treat,17,17,0.0011179797448375641,0.043147208121827409
drug:furosemide,icd:10:F332,treat,15,12,0.0002163627971382414,0.020833333333333332
drug:furosemide,icd:10:D320,treat,12,12,0.00017309023771059311,0.0410958904109589
drug:furosemide,icd:9:34590,treat,30,29,0.0004327255942764828,0.047923322683706068
drug:furosemide,icd:10:C7951,treat,23,22,0.0003317562889453035,0.051685393258426963
drug:furosemide,icd:9:7812,treat,21,21,0.00030290791599353796,0.072413793103448282
drug:furosemide,icd:10:Q211,treat,18,18,0.00025963535656588969,0.16071428571428573
drug:levofloxacin,icd:9:5921,treat,15,15,0.0010434782608695651,0.028571428571428571
drug:levofloxacin,icd:10:C9200,treat,33,33,0.0022956521739130433,0.10963455149501661
drug:lisinopril,icd:9:71946,treat,14,12,0.00028738581545725134,0.078651685393258425
drug:lisinopril,icd:10:E1052,treat,10,9,0.00020527558246946525,0.2
drug:lisinopril,icd:9:1830,treat,19,19,0.000390023606691984,0.073359073359073365
drug:lisinopril,icd:10:K5900,treat,32,32,0.00065688186390228879,0.092219020172910657
drug:lisinopril,icd:10:H8110,treat,16,16,0.0003284409319511444,0.13675213675213677
drug:lisinopril,icd:9:2851,treat,31,31,0.00063635430565534229,0.11272727272727273
drug:omeprazole,icd:9:99679,treat,13,13,0.00017765387558762435,0.12149532710280374
drug:omeprazole,icd:9:4260,treat,38,37,0.00051929594402536354,0.1417910447761194
drug:omeprazole,icd:10:K9186,treat,42,41,0.00057395867497540181,0.25925925925925924
drug:omeprazole,icd:9:40390,treat,29,25,0.00039630479938777743,0.14215686274509803
drug:omeprazole,icd:9:73007,treat,13,13,0.00017765387558762435,0.17333333333333334
drug:omeprazole,icd:10:T82855A,treat,22,22,0.00030064502022521044,0.10784313725490197
drug:omeprazole,icd:9:44031,treat,21,19,0.0002869793374877009,0.10606060606060606
drug:omeprazole,icd:10:D5700,treat,19,4,0.00025964797201268177,0.13768115942028986
drug:simvastatin,icd:9:7851,treat,18,18,0.00051567065833954052,0.038793103448275863
drug:simvastatin,icd:9:5750,treat,21,20,0.00060161576806279718,0.077490774907749083
drug:simvastatin,icd:9:99664,treat,46,39,0.0013178250157566034,0.116751269035533
drug:simvastatin,icd:9:42831,treat,40,39,0.00114593479631009,0.132013201320132
drug:furosemide,icd:10:E662,treat,10,10,0.00014424186475882759,0.5
drug:levofloxacin,icd:9:6827,treat,16,16,0.0011130434782608695,0.033472803347280332
drug:amlodipine,icd:10:J111,treat,30,30,0.00072357154916668674,0.1271186440677966
drug:amlodipine,icd:9:5921,treat,30,30,0.00072357154916668674,0.057142857142857141
drug:amlodipine,icd:9:51884,treat,12,11,0.00028942861966667468,0.061855670103092786
drug:amlodipine,icd:10:T8142XA,treat,12,12,0.00028942861966667468,0.078947368421052627
drug:amlodipine,icd:10:K5521,treat,25,22,0.000602976290972239,0.1358695652173913
drug:amlodipine,icd:10:I472,treat,48,35,0.0011577144786666987,0.073732718894009217
drug:amlodipine,icd:9:8054,treat,23,22,0.00055473818769445984,0.053117782909930716
drug:lisinopril,icd:9:40291,treat,41,39,0.00084162988812480752,0.37614678899082571
drug:lisinopril,icd:10:I6389,treat,38,36,0.000780047213383968,0.17840375586854459
drug:lisinopril,icd:9:5184,treat,12,12,0.00024633069896335828,0.3
drug:omeprazole,icd:10:K863,treat,19,19,0.00025964797201268177,0.22093023255813954
drug:omeprazole,icd:9:3314,treat,12,12,0.00016398819285011479,0.14814814814814814
drug:simvastatin,icd:9:81201,treat,17,17,0.00048702228843178821,0.13076923076923078
drug:simvastatin,icd:10:E11649,treat,15,15,0.00042972554861628375,0.048859934853420196
drug:simvastatin,icd:10:M7981,treat,15,13,0.00042972554861628375,0.096153846153846159
drug:simvastatin,icd:9:55321,treat,61,54,0.0017475505643728872,0.097913322632423749
drug:simvastatin,icd:10:C61,treat,43,43,0.0012318799060333466,0.11168831168831168
drug:simvastatin,icd:9:2809,treat,29,28,0.00083080272732481524,0.12608695652173912
drug:simvastatin,icd:10:M4802,treat,30,29,0.00085945109723256749,0.060728744939271252
drug:levofloxacin,icd:9:41519,treat,74,74,0.0051478260869565222,0.060506950122649221
drug:furosemide,icd:9:4413,treat,23,23,0.0003317562889453035,0.33823529411764708
drug:lisinopril,icd:9:99931,treat,30,25,0.00061582674740839579,0.080213903743315509
drug:furosemide,icd:9:25041,treat,14,14,0.00020193861066235866,0.15555555555555556
drug:amlodipine,icd:10:C3411,treat,34,30,0.00082004775572224505,0.10059171597633136
drug:amlodipine,icd:9:99664,treat,30,28,0.00072357154916668674,0.076142131979695438
drug:lisinopril,icd:10:I619,treat,13,13,0.00026685825721030484,0.18309859154929578
drug:lisinopril,icd:10:S2243XA,treat,13,13,0.00026685825721030484,0.17105263157894737
drug:lisinopril,icd:10:I70221,treat,18,16,0.00036949604844503745,0.25714285714285712
drug:lisinopril,icd:9:7384,treat,19,19,0.000390023606691984,0.15322580645161291
drug:lisinopril,icd:10:I5022,treat,28,27,0.00057477163091450268,0.3783783783783784
drug:lisinopril,icd:9:99859,treat,199,189,0.0040849840911423583,0.0905368516833485
drug:warfarin,icd:10:K529,treat,11,11,0.000380754586362063,0.021400778210116732
drug:amlodipine,icd:9:7862,treat,13,13,0.00031354767130556426,0.078787878787878782
drug:amlodipine,icd:10:J09X2,treat,11,11,0.00026530956802778516,0.171875
drug:atenolol,icd:10:S065X0A,treat,26,25,0.001709851374457451,0.032994923857868022
drug:atenolol,icd:10:L03116,treat,14,11,0.00092068920163093518,0.018518518518518517
drug:atenolol,icd:9:4019,treat,46,46,0.0030251216625016442,0.088631984585741813
drug:furosemide,icd:10:C7800,treat,18,18,0.00025963535656588969,0.45
drug:furosemide,icd:10:R188,treat,14,13,0.00020193861066235866,0.27450980392156865
drug:lisinopril,icd:9:33819,treat,27,25,0.00055424407266755618,0.090604026845637578
drug:lisinopril,icd:10:C9200,treat,26,23,0.00053371651442060968,0.086378737541528236
drug:omeprazole,icd:9:99811,treat,53,52,0.000724281185088007,0.081413210445468509
drug:omeprazole,icd:9:34680,treat,15,14,0.00020498524106264348,0.12096774193548387
drug:omeprazole,icd:9:73313,treat,96,90,0.0013119055428009183,0.22482435597189696
drug:omeprazole,icd:10:S72141A,treat,64,64,0.00087460369520061219,0.20062695924764889
drug:omeprazole,icd:9:60784,treat,12,12,0.00016398819285011479,0.12121212121212122
drug:omeprazole,icd:9:60000,treat,10,10,0.00013665682737509566,0.15625
drug:simvastatin,icd:10:I483,treat,15,14,0.00042972554861628375,0.09375
drug:simvastatin,icd:9:03811,treat,20,20,0.000572967398155045,0.081632653061224483
drug:simvastatin,icd:9:99659,treat,25,23,0.00071620924769380621,0.072674418604651167
drug:simvastatin,icd:10:E1169,treat,49,40,0.0014037701254798602,0.1022964509394572
drug:warfarin,icd:9:55090,treat,11,11,0.000380754586362063,0.074829931972789115
drug:amlodipine,icd:9:4408,treat,11,11,0.00026530956802778516,0.15714285714285714
drug:amlodipine,icd:10:K226,treat,10,10,0.00024119051638889558,0.10869565217391304
drug:atenolol,icd:10:E1169,treat,17,15,0.0011179797448375641,0.035490605427974949
drug:lisinopril,icd:9:78901,treat,33,31,0.0006774094221492354,0.070362473347547971
drug:omeprazole,icd:9:33182,treat,16,16,0.00021865092380015305,0.18181818181818182
drug:omeprazole,icd:9:9971,treat,10,10,0.00013665682737509566,0.071428571428571425
drug:omeprazole,icd:10:R740,treat,14,13,0.00019131955832513392,0.1891891891891892
drug:omeprazole,icd:9:340,treat,49,33,0.00066961845413796874,0.17818181818181819
drug:omeprazole,icd:9:3968,treat,10,10,0.00013665682737509566,0.17857142857142858
drug:omeprazole,icd:9:2762,treat,19,19,0.00025964797201268177,0.25675675675675674
drug:simvastatin,icd:9:99639,treat,15,14,0.00042972554861628375,0.13392857142857142
drug:simvastatin,icd:9:42732,treat,67,66,0.0019194407838194008,0.12884615384615383
drug:simvastatin,icd:9:2411,treat,20,20,0.000572967398155045,0.12195121951219512
drug:simvastatin,icd:9:99932,treat,18,15,0.00051567065833954052,0.083333333333333329
drug:simvastatin,icd:9:57400,treat,35,35,0.0010026929467713288,0.048611111111111112
drug:simvastatin,icd:9:45342,treat,17,17,0.00048702228843178821,0.10759493670886076
